Timestamp,Model,Accuracy,Precision,Recall,F1_Score,AUC-ROC,FPR,FRR,Balanced Accuracy
2025-03-11 22:50:13,LSTM,0.9988825729971336,0.9993818438714235,0.998588193770405,0.998984861190802,0.9999057452405198,0.0007567567567567568,0.0,0.998915718506824
