Model,Timestamp,Best_Parameters,Cross_Val_Accuracy_Mean,Cross_Val_Accuracy_Std,Validation_Accuracy,Test_Accuracy,Test_Precision,Test_Recall,Test_F1_Score,Test_AUC_ROC,Test_FPR,Test_FRR,TN,FP,FN,TP
Random Forest,2025-03-17 04:56:17,"{'bootstrap': False, 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.9975265302748655,0.00011713623280071905,0.9975238095238095,0.9978666869839334,0.9630622579684242,0.96999699969997,0.9665171898355754,0.9997133014831955,0.0012196561356572373,0.030003000300030003,101544,124,100,3233
