Model,Timestamp,Test_Accuracy,Test_Precision,Test_Recall,Test_F1_Score,Test_AUC_ROC,Test_FPR,Test_FRR,TN,FP,FN,TP,Training_Time,Testing_Time
ANN,2025-03-17 06:35:15,0.9733050161427034,0.9925650557620818,0.16021602160216022,0.2758977008524929,0.5839365022979852,3.934374631152378e-05,0.8397839783978398,101664,4,2799,534,38.348239,1.867761
