Model,Timestamp,Parameters,Cross_Val_Accuracy_Mean,Cross_Val_Accuracy_Std,Validation_Accuracy,Test_Accuracy,Test_Precision,Test_Recall,Test_F1_Score,Test_AUC_ROC,Test_FPR,Test_FRR,TN,FP,FN,TP,Training_Time,Testing_Time
XGBoost,2025-03-17 06:06:07,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'gamma': 0, 'objective': 'binary:logistic', 'eval_metric': 'auc', 'random_state': 42, 'n_jobs': -1}",0.9971142856601177,4.645161883291808e-05,0.9969809523809524,0.9974095484804907,0.957002090176172,0.9615961596159616,0.9592936246632745,0.9998323434656878,0.001416374867214856,0.03840384038403841,101524,144,128,3205,1.229769,0.024693
