Model,Timestamp,Best_Parameters,Cross_Val_Accuracy_Mean,Cross_Val_Accuracy_Std,Validation_Accuracy,Test_Accuracy,Test_Precision,Test_Recall,Test_F1_Score,Test_AUC_ROC,Test_FPR,Test_FRR,TN,FP,FN,TP
Decision Tree,2025-03-17 04:17:00,"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.9968877551020409,0.0002064152295263594,0.9968380952380952,0.9971428843534823,0.954995499549955,0.954995499549955,0.954995499549955,0.9773003198340843,0.0014753904866821419,0.045004500450045004,101518,150,150,3183
