Model,Timestamp,Cross_Val_Accuracy_Mean,Cross_Val_Accuracy_Std,Validation_Accuracy,Test_Accuracy,Test_Precision,Test_Recall,Test_F1_Score,Test_AUC_ROC,Test_FPR,Test_FRR,TN,FP,FN,TP,Training_Time,Testing_Time
Gaussian Naive Bayes,2025-03-17 05:30:56,0.9623959183673471,0.00025525709573476256,0.9622761904761905,0.9617527452119503,0.22570281124497993,0.08430843084308431,0.12276103101791175,0.9615966052284498,0.009481842861077231,0.9156915691569157,100704,964,3052,281,0.256601,0.12178
