Model,Timestamp,Test_Accuracy,Test_Precision,Test_Recall,Test_F1_Score,Test_AUC_ROC,Test_FPR,Test_FRR,TN,FP,FN,TP,Training_Time,Testing_Time
CNN,2025-03-17 06:32:18,0.9948095732421596,0.8622661122661123,0.9954995499549955,0.9241052778164601,0.9991869165670944,0.005213046386276901,0.004500450045004501,101138,530,15,3318,228.757116,3.168783
