Timestamp,Model,Accuracy,Precision,Recall,F1_Score,AUC_ROC,FPR,FRR
2025-03-11 06:11:40,Random Forest,0.9999757081086333,1.0,0.9999558810553252,0.9999779400410316,1.0,0.0,0.0
